accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1493777320813	-1.5510864	3.4648438	7.6131744
1493777320832	-1.5322113	3.813034	8.248856
1493777320851	-1.7168121	3.6819	8.969086
1493777320871	-1.7741547	3.842392	9.067459
1493777320891	-1.7063751	3.6614685	8.725403
1493777320911	-1.4889069	3.760254	8.818573
1493777320930	-1.4646301	3.8252563	9.268677
1493777320950	-1.5673523	3.7306213	9.187027
1493777320970	-1.592041	3.6874084	9.174454
1493777320991	-1.5053711	3.6485748	9.281113
1493777321010	-1.2442474	3.7796936	9.360992
1493777321029	-1.4625397	3.8215485	9.446487
1493777321049	-1.9085388	3.7569122	9.29686
1493777321069	-1.914505	3.7258453	8.836121
1493777321089	-1.6871948	3.7048187	8.382126
1493777321108	-1.6455078	3.7815857	8.0681305
1493777321128	-1.4010162	3.722931	8.410339
1493777321148	-1.3313141	3.5502625	8.963654
1493777321168	-1.4439697	3.2052765	9.252686
1493777321188	-1.7283783	3.1436768	8.903717
1493777321207	-1.4449463	3.4542542	8.570923
1493777321227	-1.2654877	3.3614655	8.545197
1493777321247	-1.528595	3.1881714	8.320587
1493777321267	-1.1919556	3.2521057	9.130981
1493777321286	-1.2572021	3.1560516	9.86969
1493777321306	-1.5832672	3.0898895	9.625092
1493777321326	-1.9722748	3.0971985	8.856628
1493777321346	-2.0276337	3.057434	8.791733
1493777321366	-1.9116364	3.0553284	8.99408
1493777321385	-1.8214264	2.9033356	9.334305
1493777321405	-1.9742126	2.9662018	9.57608
1493777321425	-2.2684326	2.9750671	9.158493
1493777321445	-2.2933044	2.8055725	8.931519
1493777321465	-2.335266	2.7569885	8.774109
1493777321484	-2.1978912	2.7483826	9.03093
1493777321504	-1.8902588	2.8406067	9.521652
1493777321524	-1.7537994	3.1703033	9.927414
1493777321544	-2.082779	2.772766	9.802185
1493777321563	-1.6931305	2.1153412	9.900665
1493777321583	0.4359131	2.1971893	10.620819
1493777321603	-0.56925964	2.5635223	9.575714
1493777321623	-1.0115356	3.673355	8.78952
1493777321642	-0.5727234	2.788803	8.515991
1493777321662	0.46954346	2.9383545	9.82402
1493777321682	0.8574524	3.5703278	10.314804
1493777321702	1.562973	2.9063263	8.810165
1493777321722	1.0211945	3.1330872	7.5528564
1493777321742	-1.1049347	4.3869476	7.141266
1493777321765	-0.32954407	2.5082092	10.374603
1493777321781	1.4096375	2.722412	6.8460693
1493777321801	3.985672	2.4526978	8.679642
1493777321821	2.4020844	0.7328949	8.98349
1493777321840	7.1133423	0.2570343	6.4451904
1493777321880	3.8757782	0.7887268	8.261353
1493777321899	2.2638702	2.102356	8.3320465
1493777321919	4.2970734	3.5674133	8.386444
1493777321939	5.273758	-2.4706268	5.090393
