accelerometer_timestamp accelerometer_x_data  accelerometer_y_data  accelerometer_z_data
1493846514393 -2.5408325  3.316742  10.48909
1493846514393 -2.869629 3.5003967 8.6675415
1493846514398 -1.7505951  4.368576  7.5390167
1493846514398 -0.31689453 5.3840637 6.5627747
1493846514420 0.5055847 6.0576935 10.012238
1493846514437 0.66548157  4.648758  10.579071
1493846514456 -1.3281403  2.7148132 8.454346
1493846514476 -0.37400818 2.7447205 6.513397
1493846514496 0.3142395 4.53125 7.678253
1493846514516 -4.802017 3.9743347 9.590576
1493846514555 -2.1959991  2.555664  11.269104
1493846514575 -0.980484 1.0621033 11.173569
1493846514595 -1.1026459  1.1703644 11.960709
1493846514615 1.0331879 2.1685333 9.10556
1493846514634 1.2385406 4.046997  7.701462
1493846514654 3.1935425 5.9802246 8.42923
1493846514674 2.2745972 4.8487244 8.455856
1493846514694 0.23895264  3.0821686 9.235123
1493846514714 0.31452942  2.175888  9.996872
1493846514733 0.9246826 2.7668915 8.705994
1493846514753 1.3496857 3.9057007 6.6011505
1493846514773 0.9360657 5.089737  7.640167
1493846514793 1.6637268 3.5345612 9.522903
1493846514813 0.1798706 1.9915619 9.945862
1493846514833 -1.0208435  1.8478241 9.73114
1493846514852 0.9542389 2.8982697 10.638657
1493846514872 1.9696503 4.1342316 8.843979
1493846514892 0.88365173  4.3056793 7.8069763
1493846514912 0.20695496  2.895111  9.8268585
1493846514931 -0.3471222  2.6159363 10.426544
1493846514951 -0.0059509277 4.2541046 7.7762146
1493846514971 1.3577118 5.7248993 6.67218
1493846514991 1.6982727 6.477249  7.8186493
1493846515011 0.28125 5.0848083 8.653168
1493846515031 -0.85121155 3.9186707 7.2522736
1493846515050 0.08041382  3.8472748 5.354309
1493846515070 1.5655365 3.3554688 4.5373535
1493846515091 2.5076447 -0.18605042 6.1160736
1493846515111 1.6050568 -3.975113 5.291626
1493846515129 -0.5376129  -4.1188354  1.5260925
1493846515150 0.4680786 -3.9686737  0.07858276
1493846515169 1.3637695 -4.407608 -0.5149231
1493846515190 0.71850586  -7.136673 -1.4209137
1493846515208 1.1827545 -9.130936 -1.6960449
1493846515228 2.2775116 -10.992294  -2.6696472
1493846515248 3.3446808 -14.21199 -4.1119385
