accelerometer_timestamp accelerometer_x_data  accelerometer_y_data  accelerometer_z_data
1493846177063 -3.8595886  1.5189667 8.779938
1493846177063 -3.4320526  2.589508  6.4788666
1493846177069 -2.2380524  3.370819  7.761032
1493846177088 -1.2430725  3.6865082 9.474426
1493846177107 -1.8955994  2.5225983 10.18309
1493846177127 -3.1670532  2.1108856 9.121353
1493846177147 -3.0240173  2.585846  7.6663666
1493846177168 -2.0844116  3.2498016 7.396164
1493846177186 -0.88038635 3.6147156 8.173569
1493846177206 -1.3409576  2.8941956 11.001541
1493846177226 -2.7421112  1.4313049 13.228775
1493846177245 -3.6432648  1.0289307 12.482742
1493846177265 -3.0922394  2.1855927 9.238983
1493846177285 -1.4940186  3.4333954 6.577194
1493846177305 0.8271332 3.1904907 6.6377716
1493846177325 0.1259613 1.5596771 9.115936
1493846177345 -1.7803955  0.92381287  11.617783
1493846177365 -0.3713379  1.727829  9.579559
1493846177384 0.7815399 2.4552612 5.4476624
1493846177404 -0.832428 2.2991638 6.7193756
1493846177424 -3.047226 1.4490356 11.716095
1493846177444 -1.1888885  0.7472992 11.925491
1493846177463 -0.16775513 1.8638306 10.68663
1493846177483 -0.45256042 2.857544  9.492386
1493846177503 -1.4833221  2.809494  8.065033
1493846177523 -1.6582184  2.3074036 8.150589
1493846177543 -0.53305054 2.6811829 8.768173
1493846177562 -0.18019104 3.239685  9.084473
1493846177582 -0.4272461  3.2797089 9.465607
1493846177602 -1.1550446  2.9515686 9.293259
1493846177622 -2.3247375  1.8357697 9.587662
1493846177642 -2.4231567  1.5387421 9.88768
1493846177661 -0.82925415 3.2034302 8.453384
1493846177681 -0.41122437 4.0816956 7.6718445
1493846177700 -1.4039917  2.9815826 8.957016
1493846177720 -2.9087067  2.195572  9.775131
1493846177740 -2.401474 2.7894287 9.048798
1493846177760 -0.90283203 3.7590637 8.634399
1493846177780 -0.5719147  3.793579  7.644928
1493846177800 -0.7364044  3.4906158 6.7690277
1493846177824 -1.2563934  2.2276154 6.494873
1493846177881 -1.7893219  0.37139893  5.8987274
1493846177881 -1.6996002  -0.050308228  7.221588
1493846177881 -0.9309387  -1.6588898  8.716049
1493846177899 -0.6872101  -3.910202 5.620407
1493846177919 -2.6839142  -7.85997  2.9088593
1493846177938 -6.1279297  -10.700043  -2.4572144
1493846177958 0.16363525  -1.8875885  2.060913
1493846177978 1.3216095 -1.9881897  9.496536
1493846178017 -0.41862488 -11.225464  7.996582
1493846178037 2.5627136 -9.658203 6.188919
