accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1493777270039	-0.12728882	1.5953674	8.002945
1493777270059	-0.48075867	1.2519531	10.123398
1493777270077	0.31356812	2.358963	11.496231
1493777270098	-0.18937683	2.7662964	10.949966
1493777270117	-0.7855072	2.8953247	9.317368
1493777270136	0.098098755	3.1837463	8.772705
1493777270156	0.53134155	3.1323547	9.647629
1493777270177	-0.21009827	2.7276917	9.3355255
1493777270196	-0.5315857	2.6879272	9.069305
1493777270216	-0.29307556	2.8350677	9.785416
1493777270235	0.13456726	2.912384	9.775024
1493777270255	-0.31166077	2.8533173	7.9558105
1493777270275	-0.8979492	3.251358	8.090439
1493777270295	-0.27027893	3.8504791	10.044144
1493777270314	0.40664673	3.0788422	9.4700775
1493777270335	1.1755981	2.8607788	8.543747
1493777270354	1.0857849	3.229477	8.944687
1493777270374	0.95835876	3.5665588	9.222137
1493777270394	0.9446106	3.6320038	9.058197
1493777270413	0.8733368	3.29451	8.853256
1493777270433	1.2418671	3.1215668	8.859909
1493777270453	1.4426727	2.9687347	9.424515
1493777270473	1.3748932	3.061203	9.577637
1493777270492	1.4351349	3.2559052	8.985947
1493777270512	1.9569092	3.2400513	8.61084
1493777270532	2.8205109	2.8118591	8.911911
1493777270552	2.3382416	2.432953	9.273422
1493777270572	1.2533417	3.020172	9.505081
1493777270591	1.3825226	3.3873749	9.728973
1493777270611	1.4840698	3.2932892	9.599777
1493777270631	1.3811951	2.831421	9.119919
1493777270651	1.3270721	2.5501556	8.529938
1493777270670	0.9001007	2.9394684	8.493256
1493777270690	0.213974	2.7274475	8.215668
1493777270710	0.8295288	2.6924744	8.541763
1493777270730	0.519104	3.2461395	8.556366
1493777270750	1.0725708	3.6963806	9.221634
1493777270769	0.5567322	4.0925903	9.535751
1493777270789	0.029785156	3.9762573	9.834702
1493777270809	0.53045654	4.130539	9.112518
1493777270829	1.4882507	3.8787231	7.431595
