accelerometer_timestamp accelerometer_x_data  accelerometer_y_data  accelerometer_z_data
1493846379215 -1.1737671  2.8810883 10.191238
1493846379215 -0.7368622  3.0059814 8.009598
1493846379219 0.0055999756  3.737259  7.0232697
1493846379219 0.72584534  4.413971  7.956909
1493846379239 0.8849182 4.4184723 8.532425
1493846379258 0.4198761 4.000839  8.509171
1493846379277 0.08921814  3.891571  8.692291
1493846379297 -0.047058105  3.835312  8.99707
1493846379318 -0.39990234 3.6256714 8.924194
1493846379337 -0.6206207  3.398346  8.913361
1493846379357 -0.3215332  3.4121857 9.521118
1493846379377 -0.13136292 3.3643646 10.082718
1493846379397 -0.46380615 3.3776398 10.319672
1493846379416 -0.88253784 3.2936249 10.519165
1493846379436 -1.2341919  3.0112915 10.429703
1493846379456 -0.9284363  2.565155  9.831223
1493846379476 -0.23461914 2.9141388 9.080597
1493846379495 0.56004333  3.6489716 9.226242
1493846379515 0.309021  3.6444702 9.545059
1493846379535 0.014923096 3.1690826 9.2968445
1493846379555 0.37443542  3.0077972 9.041138
1493846379574 0.40090942  3.170166  9.315872
1493846379594 -0.09197998 3.2174835 9.970444
1493846379614 -0.70710754 2.7736053 9.519043
1493846379634 -0.84713745 2.381256  9.152069
1493846379654 -1.2330475  2.581726  10.767746
1493846379674 -1.6525879  2.5903473 12.824432
1493846379694 -2.744812 2.5888367 14.513367
1493846379713 3.5709534 0.6378784 6.9374847
1493846379733 3.2314453 3.291275  7.366928
1493846379753 1.1190338 2.9639587 7.6582947
1493846379792 0.3790741 2.5960236 9.418274
1493846379812 1.3785095 3.514145  9.809189
1493846379832 -0.3208313  3.0096283 9.189636
1493846379852 -6.815445 0.7863159 7.0585327
1493846379871 -0.51338196 1.8795319 10.513382
1493846379891 -0.7063751  3.9557037 8.635239
1493846379911 0.41168213  4.11615 8.623856
1493846379931 0.5669861 3.5030975 8.68483
1493846379951 -2.6151733  2.1879578 6.700302
1493846379970 -2.7159271  2.926468  8.257507
1493846379990 -1.4640045  3.4329987 10.315552
1493846380010 -0.19436646 3.1953888 11.248016
1493846380030 -1.1632385  2.8680878 10.003342
1493846380050 -2.159256 2.9686432 7.3203125
1493846380069 -2.3859406  3.093689  6.238861
1493846380089 -2.0436096  2.7201843 7.537216
1493846380109 -0.7668457  2.6952057 10.292831
1493846380129 0.15393066  3.3025818 11.914719
1493846380149 -0.9327545  2.5856476 10.153503
1493846380168 -1.9636993  1.9045258 9.735489
1493846380188 -1.8900146  1.5074158 11.08049
1493846380208 -0.947464 1.8664246 10.91275
1493846380228 0.21963501  3.4645538 9.536514
1493846380247 0.08532715  3.7585754 8.677765
1493846380267 -0.39863586 3.2420807 7.7753754
1493846380287 -0.6142273  2.8169708 8.233353
1493846380307 -0.38578796 2.5946045 10.148178
1493846380327 0.043167114 2.9616852 9.444138
1493846380346 0.31269836  3.392807  8.198563
1493846380366 -0.049362183  3.3983765 8.603867
1493846380386 -0.008331299  3.4960785 8.192276
