accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1493774770122	-4.1030426	2.5699615	8.106201
1493774770141	-4.622986	2.2158203	10.267181
1493774770161	-3.060669	2.4703674	12.822296
1493774770181	-2.0097046	2.5475159	11.261917
1493774770200	-2.8232117	2.2514648	8.135757
1493774770220	-3.823883	2.025299	6.8500977
1493774770239	-3.1816711	2.2370453	7.4408875
1493774770259	-1.83461	3.068344	8.02179
1493774770279	-1.8671265	3.3047638	8.324158
1493774770299	-2.6397095	2.8966217	8.295105
1493774770319	-2.5908508	2.7949219	7.441101
1493774770338	-1.8156586	3.2659302	6.093231
1493774770358	-1.5072327	3.81633	6.0935516
1493774770378	-1.6707306	3.6942444	7.5739746
1493774770398	-1.5150452	3.442398	7.888138
1493774770418	-1.1551056	4.1149445	6.696472
1493774770437	-1.1004333	4.8172455	6.3299255
1493774770457	-1.6982422	3.3859558	4.066681
1493774770477	-1.4809723	4.5688477	6.4259796
1493774770497	-0.6347046	4.7259216	8.953949
1493774770517	-0.8122711	4.5811462	9.302872
1493774770536	-1.161377	4.077133	8.895599
1493774770556	-1.1812134	3.2708588	7.6308136
1493774770576	-0.67025757	3.1520538	8.107819
1493774770595	-0.26353455	3.7615662	10.991058
1493774770615	0.2930603	3.565796	10.443893
1493774770635	0.04914856	3.7029724	8.383057
1493774770655	-0.21473694	4.0599976	6.8459167
1493774770675	-0.1931305	4.465988	8.101044
1493774770694	0.13093567	4.009613	8.473694
1493774770714	0.46043396	3.6345673	8.555267
1493774770734	0.14535522	3.6480255	8.048523
1493774770754	0.46102905	4.5662537	7.308792
1493774770773	0.6300049	4.681122	7.3397217
1493774770793	0.1570282	4.0672455	7.8685455
1493774770813	-1.8519135	3.4550323	7.8588104
1493774770853	0.124298096	3.7984772	8.205978
1493774770872	1.1424713	4.7077026	7.4493713
1493774770892	0.6909485	4.818283	7.1946716
1493774770912	-0.029708862	4.4704285	8.446335
1493774770932	-0.5480652	4.026764	8.354095
1493774770952	-0.443161	4.188843	8.144287
1493774770971	-0.25950623	4.606888	7.703232
1493774770991	-0.4744568	4.602936	7.582535
1493774771011	-0.8610077	4.435379	8.451492
1493774771031	-1.3000488	4.1492004	8.647629
