accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1493855946516	-1.2716064	5.435501	10.375153
1493855946535	-1.5711517	5.2246857	8.758835
1493855946555	-1.9054718	3.0114594	6.939636
1493855946575	-1.8651428	2.7298431	7.3645935
1493855946595	-0.64160156	3.4724884	8.166443
1493855946615	0.64437866	2.723114	9.709183
1493855946636	0.25595093	3.2927094	13.791748
1493855946655	-0.17965698	4.4134064	10.810043
1493855946675	-2.0864716	3.0736694	11.322586
1493855946695	-1.9575958	1.4307098	10.491806
1493855946714	0.41053772	2.3741913	10.067429
1493855946734	2.462326	3.955536	10.936798
1493855946754	2.1845245	4.0156555	10.5915985
1493855946774	1.0565033	2.7240143	8.91069
1493855946794	-0.21188354	1.976532	8.652817
1493855946814	-1.7143097	2.2439575	8.815567
1493855946834	-3.566986	2.818161	8.756744
1493855946854	-2.6477356	2.3125	8.674789
1493855946874	-0.6741638	2.324356	8.349228
1493855946893	-1.1940155	2.6131287	7.410202
1493855946913	-1.7641296	2.93042	8.83313
1493855946933	-0.8437042	3.3016052	9.120743
1493855946953	-1.878067	2.4157104	8.7535095
1493855946973	-2.701416	1.7740784	10.582809
1493855946993	-2.8548431	1.6885834	10.91185
1493855947013	-2.6510162	2.1268005	9.831512
1493855947033	-2.3938293	2.3291473	9.717407
1493855947053	-1.9051819	2.4285278	9.408737
1493855947072	-1.1939087	3.0746613	8.437622
1493855947092	-1.2331238	3.3032532	7.8526
1493855947112	-2.0595245	2.53833	8.574478
1493855947133	-1.787323	1.8444366	8.241409
1493855947153	-0.13093567	1.9263916	7.3295593
1493855947173	2.549759	3.1167603	6.1551056
1493855947194	3.0845032	1.677124	4.911316
1493855947212	2.5374298	-2.3727264	5.695282
1493855947232	1.3036499	-4.7535706	4.1066895
1493855947252	1.2582245	-4.93985	0.5180664
1493855947271	3.1559448	-6.876831	-1.0068207
1493855947311	5.199005	-8.576477	-0.88261414
1493855947331	9.449341	-3.239746	0.13851929
1493855947351	12.193909	-7.3210144	3.0915985
1493855947371	7.409134	-9.69812	5.76886
1493855947390	6.8507385	-11.942505	0.5070801
1493855947410	8.339783	-14.006989	-3.26622
1493855947430	12.669907	-15.424454	-0.49697876
1493855947450	17.448776	-15.148956	2.996582
1493855947470	19.42694	-13.002228	11.180954
1493855947490	19.461044	-13.439835	10.102264
1493855947510	19.461044	-9.789017	5.3744354
1493855947530	19.461044	-4.623459	7.2765045
1493855947550	19.461044	-1.1119995	5.8602448
1493855947570	19.461044	0.48364258	3.620102
1493855947590	19.35823	0.90802	2.017807
1493855947610	18.18805	0.5519409	-1.2018585
