accelerometer_timestamp accelerometer_x_data  accelerometer_y_data  accelerometer_z_data
1493837846940 -2.195053 4.108551  9.211243
1493837846940 -2.3647003  4.0804596 9.3854065
1493837846943 -2.3591766  4.1177216 8.512543
1493837846943 -2.3308716  4.0549774 8.501465
1493837846964 -2.40477  4.048004  8.462891
1493837846983 -2.5691986  4.1242676 8.538208
1493837847003 -2.5741272  4.1131744 8.921829
1493837847022 -2.724228 4.004822  9.057465
1493837847043 -2.644104 3.939743  8.703918
1493837847062 -2.4013977  4.0935974 8.318115
1493837847082 -2.4734497  4.0576935 8.356659
1493837847101 -2.4730988  3.9738312 8.571625
1493837847121 -2.7743225  4.1272125 8.6017
1493837847141 -3.453003 4.1174927 9.007202
1493837847160 -2.9331055  3.7954407 9.482758
1493837847180 -1.4360657  3.8914948 9.053864
1493837847200 -1.2238159  4.4222717 8.388275
1493837847220 -1.6121826  4.7158203 7.7838287
1493837847239 -2.5931702  4.1384125 6.8460693
1493837847259 -3.5151062  1.1102448 7.5775757
1493837847279 0.47288513  2.7712402 11.811066
1493837847299 2.7898712 3.7067108 11.749313
1493837847318 -2.4126434  2.7411804 7.4342346
1493837847338 -4.918869 2.9650726 8.4729
1493837847358 -0.5078888  2.8905792 7.638138
1493837847378 -0.431015 3.8963623 8.29216
1493837847397 -1.2961578  2.9709778 9.822128
1493837847417 -0.24085999 2.708725  10.675461
1493837847437 -1.3495636  3.332779  14.654785
1493837847457 -2.7555847  0.64323425  12.996918
1493837847476 -1.0709686  2.3438873 10.403824
1493837847496 -1.6994019  1.5202637 10.118149
1493837847516 2.1511536 2.8755493 7.810486
1493837847536 1.1804047 4.9678345 6.0080414
1493837847555 0.07685852  4.1694946 8.049622
1493837847575 -1.3682404  3.657425  10.428253
1493837847595 -3.4251099  2.6449127 8.394745
1493837847634 -4.2380524  2.3483734 8.158142
1493837847654 -1.6211853  3.8519745 9.580032
1493837847674 -1.905426 3.4386902 8.823975
1493837847712 -1.1171417  4.6554565 7.955429
1493837847714 -0.5765381  3.8791199 6.0566406
1493837847757 -1.4341888  2.4217072 8.495056
1493837847757 1.2740021 2.693222  9.382645
1493837847772 1.9390564 2.5149536 7.640396
1493837847792 0.019378662 2.8053436 11.972565
1493837847812 0.42767334  1.6608734 8.782486
1493837847832 1.0041656 2.8701782 8.5607605
1493837847851 1.4094238 1.7211456 7.405838
1493837847871 2.6637115 1.651535  5.3021393
1493837847891 2.9354706 1.2662354 3.6968079
1493837847911 2.520462  -0.14460754 2.5507202
1493837847932 2.2571564 -1.6727753  2.3071136
1493837847950 3.0497894 -1.4892578  4.1206665
1493837847970 4.058838  -1.8421478  6.011505
1493837847989 5.380066  -2.216034 7.0211334
1493837848009 6.957321  -1.0701599  5.321945
1493837848029 5.4856567 -2.7197876  7.026352
1493837848049 1.8993988 -5.4981384  7.904129
1493837848068 -0.027893066  -6.2881165  3.2436829
1493837848088 4.6718445 -3.928833 2.9842682
1493837848108 10.508392 -3.0465546  7.346985
1493837848128 8.914139  -6.203232 14.584686
1493837848147 4.3414307 -7.9296875  18.691055
1493837848167 2.3071594 -9.184586 12.678223
1493837848187 3.7477722 -11.236603  4.487274
1493837848207 10.648972 -12.156708  2.68161
1493837848228 17.537033 -8.543655 11.740723
1493837848246 19.461044 -3.1454468  18.450394
1493837848266 19.461044 -1.3934326  11.4522705
1493837848285 19.461044 0.15065002  1.3064728
1493837848305 19.461044 1.5283966 -4.725174
1493837848325 19.461044 1.2183533 -6.8462067
1493837848345 16.698013 -0.31784058 -8.673309
1493837848364 8.9431  -3.4028168  -12.023224
1493837848384 7.5343018 -3.5821838  -4.6984253
1493837848404 6.237671  -2.7950592  -0.7359619
1493837848424 3.8095245 -3.4275513  0.69989014
1493837848443 6.790741  -1.0601501  -0.117385864
1493837848463 10.954315 0.94140625  1.56781
1493837848483 6.3739166 -1.038208 9.305954
1493837848503 6.1555786 -3.2299652  0.5839844
1493837848522 5.6291046 -6.6854706  -0.15965271
1493837848542 1.976532  -9.38562  -1.030838
1493837848562 4.2665863 -6.6992035  -2.1946259
1493837848582 4.3677063 -4.9965057  -3.0591736
1493837848621 6.4634857 -3.8583984  -2.2677612
1493837848641 3.6148376 -5.15007  -3.7778473
1493837848661 -0.8160095  -11.142578  -2.068756
1493837848681 13.95784  -3.103714 -5.4596252
1493837848700 18.81195  -3.3975525  3.8140106
1493837848720 11.236053 -7.670227 -0.3276062
1493837848739 6.363495  -11.219391  -1.1834564
1493837848759 6.976822  -5.7950287  -2.9299774
1493837848779 4.4575195 -6.528595 -1.3175049
1493837848799 4.148224  -8.831543 -0.82377625
1493837848818 6.8113403 -9.258606 0.06765747
1493837848838 8.574265  -5.383774 -1.6661377
1493837848858 6.1940002 -3.8216248  -1.76651
1493837848878 6.0578766 -5.5988007  -1.5249329
1493837848897 6.7385406 -10.187088  -3.5832672
1493837848917 6.824875  -8.451981 -2.5030365
1493837848937 6.5059204 -6.806305 -1.0282593
1493837848957 6.0417175 -6.681381 -0.75956726
1493837848976 5.5308533 -7.1777344  -0.54278564
1493837848996 6.9588623 -7.615158 -1.1130524
1493837849016 5.8808594 -10.23822 -0.5147705
1493837849036 1.7690582 -10.955872  0.83177185
1493837849055 -1.1007996  -0.2090149  -0.33665466
1493837849075 -0.7127838  -1.2034302  -0.8262024
1493837849095 5.262665  -10.217972  0.80293274
1493837849114 4.7653656 -7.8439636  0.089767456
1493837849135 2.100006  -8.239212 -0.46492004
1493837849154 0.07444763  -7.0332947  0.12226868
1493837849174 2.0901794 -10.542572  2.3380737
1493837849193 3.3587341 -13.316223  1.1977234
1493837849213 1.8965454 -12.419891  -1.2210236
1493837849233 1.1076965 -11.160873  -0.37254333
1493837849253 1.0769653 -7.0713654  0.052505493
1493837849272 0.84910583  -3.115509 -0.1894226
1493837849292 -1.8006134  -6.1329956  -1.3979492
1493837849312 -3.5354462  -7.4612427  -2.005722
1493837849332 -4.536438 -7.88945  -0.21250916
1493837849351 -2.93396  -12.0242  -1.6970978
1493837849371 -3.3312836  -18.118744  -3.2615662
1493837849391 -1.1123657  -19.474823  -3.4477386
1493837849411 1.1723785 -15.944382  0.13793945
1493837849430 2.5226288 -12.41568 -0.17175293
1493837849450 -1.0738373  -11.384613  -0.6708374
1493837849470 -4.3647003  -10.497025  0.16365051
1493837849489 -1.5731964  -9.518326 0.1262207
1493837849509 0.09906006  -8.585449 -2.5805054
1493837849529 -0.6713104  -8.421158 -0.8598175
1493837849549 -3.0393372  -9.149139 -1.4503632
1493837849568 -3.4947357  -9.142059 -2.2626038
1493837849608 -3.2835236  -9.10936  -2.342331
1493837849628 -1.829773 -8.938919 -2.1439514
1493837849647 -1.2837982  -9.004349 -2.2148285
1493837849667 -1.0678711  -8.942688 -2.0357208
1493837849687 -1.2225952  -9.166565 -3.0458221
1493837849707 -1.3674469  -8.933609 -3.8947296
1493837849726 -1.9191742  -8.460327 -4.0920563
1493837849746 -2.2647552  -8.02179  -3.573471
1493837849766 -1.654892 -7.6940765  -2.3341675
1493837849786 -0.73394775 -7.0689545  -2.6907196
1493837849805 -1.4234161  -7.03714  -4.3257904
1493837849825 -2.0233917  -7.6804504  -5.4957733
1493837849845 -0.9411621  -8.478012 -6.071274
1493837849865 0.59695435  -9.092514 -6.6067963
1493837849884 1.1871033 -9.258591 -8.048737
1493837849904 1.0189819 -10.328308  -8.5737915
1493837849924 1.3302307 -12.204071  -6.1667023
1493837849944 0.40950012  -11.341019  -0.33018494
1493837849963 -3.7258606  -6.4993744  4.758972
1493837849983 -7.970978 -4.864868 -1.0339355
1493837850003 -6.7972565  -7.8322754  -0.28970337
1493837850022 -2.101944 -10.2582855 3.3189697
1493837850042 0.27453613  -11.44014 2.2572021
1493837850062 1.283783  -12.606888  0.8163605
1493837850082 2.8038025 -12.509857  1.0195618
1493837850102 3.78714 -11.288208  1.1219177
1493837850121 3.0609894 -9.966232 0.93322754
1493837850141 1.5050507 -9.247116 0.35339355
1493837850161 0.3559723 -9.162857 0.106903076
1493837850181 -0.52246094 -9.27002  0.17272949
1493837850200 -0.94776917 -9.135742 0.3008423
1493837850220 -1.0673828  -8.797791 -0.23344421
1493837850240 -0.8565216  -8.736252 -0.7065735
1493837850259 -0.2551422  -9.075394 -0.13999939
1493837850279 0.43614197  -9.418121 -0.448761
1493837850299 -0.007293701  -9.773193 -0.027542114
1493837850319 -0.6523285  -9.571671 4.3434296
1493837850338 -0.66703796 -9.298248 4.9193726
1493837850359 0.15472412  -9.653015 0.5395508
1493837850378 0.70584106  -10.6835785 -2.1099548
1493837850398 0.03933716  -11.856476  -0.30545044
1493837850417 -0.7431488  -12.751877  0.660614
1493837850437 -0.53530884 -12.389786  -0.74098206
1493837850457 0.09486389  -10.992706  -0.98731995
1493837850477 -0.3655243  -10.844025  -0.5828247
1493837850496 -0.33078003 -12.860306  0.9925537
1493837850516 -9.765625E-4  -14.329208  3.9337158
1493837850536 -1.3861389  -13.779358  2.701416
1493837850556 -4.0556183  -12.273865  -1.257431
1493837850595 -5.391266 -11.339661  -3.4671478
1493837850615 -5.292755 -11.399063  -2.1905518
1493837850635 -3.650589 -10.885025  1.3391113
1493837850654 -3.0403442  -10.109573  4.2970734
1493837850674 -3.841629 -9.891876 4.1009064
1493837850694 -4.7697296  -10.33252 3.8629913
1493837850713 -4.4539185  -11.076508  2.7215881
1493837850733 -3.6531525  -11.070099  2.0412292
1493837850753 -2.8910675  -10.151306  1.9582825
1493837850773 -2.3545837  -9.320999 2.4019775
1493837850792 -2.4716797  -9.136047 2.5772858
1493837850813 -3.1052704  -9.576675 2.2552338
1493837850832 -3.337738 -9.411804 1.9062195
1493837850852 -2.9081268  -8.803574 1.2086334
1493837850871 -2.5887604  -8.260529 0.9040375
1493837850891 -2.4322968  -7.644989 1.4562073
1493837850911 -2.5816345  -7.037323 2.0116425
1493837850931 -2.2677307  -6.6956787  1.9263763
1493837850950 -1.6183319  -7.0276184  0.8635864
1493837850970 -0.66789246 -7.8968964  -0.88586426
1493837850990 0.27009583  -8.932587 -3.3482666
1493837851010 0.21199036  -9.395584 -5.6089783
1493837851029 -0.27166748 -9.156967 -5.749176
1493837851049 -0.6031189  -8.866989 -4.4887085
1493837851069 -1.3330231  -8.946243 -3.8074646
1493837851088 -1.8666534  -9.221039 -3.8797913
1493837851108 -1.8691406  -9.06842  -4.354416
1493837851128 -1.8740387  -8.531418 -4.8512115
1493837851148 -1.7379761  -7.937454 -5.1210327
1493837851167 -1.6264801  -7.4527435  -4.976166
1493837851187 -1.5253296  -7.185089 -4.6574554
1493837851207 -1.3308868  -7.161545 -4.297058
1493837851226 -1.1189575  -7.1298676  -4.0530853
1493837851246 -0.7878113  -7.1394806  -4.073166
1493837851266 -0.63087463 -7.5191345  -4.6433716
1493837851286 -0.24819946 -7.7878876  -4.816345
1493837851305 0.16854858  -7.328964 -3.5480347
1493837851325 -0.7554321  -6.612686 -4.0282745
1493837851345 -1.3133698  -5.252899 -3.7705078
1493837851365 -2.8470001  -4.0979614  -1.696518
1493837851384 -8.337158 -13.341629  -13.151001
1493837851404 2.253357  -18.858902  -6.767914
1493837851424 6.8230896 -13.762817  7.548004
1493837851444 1.7548523 -4.9640045  0.5879364
1493837851463 -6.853546 -5.3483276  2.0801392
1493837851483 -9.881775 -9.047287 3.0225677
