accelerometer_timestamp	accelerometer_x_data	accelerometer_y_data	accelerometer_z_data
1493695351816	-0.10493469	4.801071	9.057526
1493695351816	-0.22621155	4.6555786	8.223404
1493695351817	-0.05859375	4.6905975	8.253281
1493695351817	-0.26081848	4.649338	8.463776
1493695351836	-0.17027283	4.734558	8.5763855
1493695351856	-0.052947998	4.6909027	8.505051
1493695351876	0.15826416	4.734497	8.683807
1493695351895	0.13114929	4.782242	8.701355
1493695351915	-0.079422	4.726349	8.557526
1493695351935	-0.18769836	4.731613	8.525711
1493695351955	-0.044067383	4.837631	8.863449
1493695351974	-0.11643982	4.441925	9.034149
1493695351994	0.072769165	4.6535797	9.007431
1493695352014	0.43862915	4.936722	8.222656
1493695352034	-0.27418518	4.1156616	6.877411
1493695352053	0.38215637	4.605789	7.65036
1493695352073	-0.012893677	4.4812317	8.080124
1493695352093	-0.0021972656	4.378006	9.264725
1493695352113	0.6301422	4.1797028	9.689743
1493695352133	-0.23442078	4.0104675	9.956665
1493695352152	0.13453674	3.9652405	8.5824585
1493695352192	0.69577026	3.5147095	7.1563416
1493695352212	0.9021759	3.4938202	7.7287292
1493695352231	0.71798706	3.4213562	8.727402
1493695352252	0.7585144	3.6243744	9.708542
1493695352271	-0.10595703	3.6159363	10.414673
1493695352291	-0.15116882	3.9432983	10.1631775
1493695352311	-0.53671265	4.0501404	8.810928
1493695352330	-1.1402893	4.409851	8.263412
1493695352350	-1.435318	4.6473083	8.509796
1493695352370	0.11071777	4.06369	8.805145
1493695352390	0.21862793	3.9314575	9.143448
1493695352409	-0.16555786	3.8978577	9.606598
1493695352429	-0.15805054	3.8075867	9.693802
1493695352449	-0.21072388	3.7752533	9.42955
1493695352469	-0.08834839	3.6166382	9.002518
1493695352489	0.041885376	3.4937134	9.096924
1493695352508	0.19311523	3.531952	9.0905
1493695352528	0.18170166	3.4151917	9.151489
1493695352548	-0.101486206	3.4735413	9.204086
1493695352568	-0.19180298	3.448288	9.115326
1493695352587	0.06385803	3.4854584	8.998993
1493695352607	0.33857727	3.4211884	9.118835
1493695352627	0.25042725	3.4680176	9.233871
1493695352647	0.14770508	3.4055023	9.229904
1493695352666	-0.01889038	3.426773	9.217087
1493695352686	-0.06782532	3.4857788	9.099976
1493695352706	0.07281494	3.4771423	8.971649
1493695352726	0.07077026	3.556427	9.316681
1493695352745	-0.07839966	3.631775	9.829697
1493695352765	-0.11871338	3.5876923	10.059631
1493695352785	-0.017120361	3.5607758	9.328171
1493695352805	-0.018112183	3.3631134	8.91478
1493695352825	0.2390747	3.2234344	9.751144
1493695352844	0.6585083	3.2331848	10.573044
1493695352864	0.08477783	3.261322	10.249817
1493695352884	0.36686707	3.3646393	8.730545
1493695352904	0.5126343	3.4220428	7.0618744
1493695352923	0.2250061	3.701538	7.578827
1493695352943	-0.3477173	3.881607	7.748703
1493695352963	-0.99894714	3.9415588	7.8367157
1493695352983	-0.20837402	3.8147125	9.074097
1493695353003	-0.4530487	4.2855835	10.337082
1493695353022	-0.4850769	4.383957	9.844284
1493695353042	-0.5445862	4.0732574	7.816559
1493695353062	-1.0185242	4.109787	7.9536743
1493695353082	-1.0090942	4.6118164	8.671814
1493695353101	-0.97998047	4.8211517	8.631821
1493695353121	-1.1621857	4.7697296	8.274139
1493695353141	0.09237671	4.39328	8.670486
1493695353170	-0.7295532	4.1197968	8.150513
1493695353239	-0.6373596	3.6919556	7.8834076
1493695353239	0.24815369	3.8928223	8.010239
1493695353239	0.8845062	3.4191895	9.309967
1493695353240	0.35264587	2.8067017	9.127914
1493695353279	0.05947876	2.8685303	9.161163
1493695353299	0.61302185	2.6192627	7.7934265
1493695353319	-0.09173584	2.741394	8.44931
1493695353339	-4.0288544	1.7994537	10.222
1493695353359	-4.8317413	7.0227356	8.727722
1493695353378	0.8663635	3.0932922	8.512695
1493695353398	-0.9608154	1.741745	4.0863037
1493695353418	0.13243103	4.163391	8.176651
1493695353438	-0.9725189	4.883026	13.102661
1493695353458	-1.5937042	0.4267273	7.266266
1493695353477	1.314621	0.40316772	3.375946
1493695353497	-0.9117584	-0.030960083	5.0156403
1493695353517	-0.45159912	0.024337769	4.5274963
1493695353537	1.0358887	0.66108704	10.238983
1493695353556	0.59402466	-0.4651184	8.1813965
1493695353576	-0.44769287	-1.4490356	9.368927
1493695353596	0.50764465	-1.742569	5.6936493
1493695353616	3.4812012	-1.275177	3.5156555
1493695353636	4.829605	-1.9879761	4.9762573
1493695353655	2.227951	-3.2900848	6.4552
1493695353675	3.8487854	-3.9842682	7.7482758
1493695353695	5.6801605	-7.1934814	9.165939
1493695353714	11.990021	-5.0339355	8.865067
1493695353734	12.154434	-4.102173	9.479034
1493695353754	6.6972504	-8.373856	9.904144
1493695353774	4.971405	-11.952576	8.267334
1493695353793	9.437576	-12.096191	2.7730408
1493695353813	13.92131	-12.192078	0.20846558
1493695353833	16.848816	-11.921951	3.593048
1493695353853	17.40889	-11.889664	7.169525
1493695353873	18.076202	-9.693146	6.7241974
1493695353892	19.461044	-3.2627869	4.042221
1493695353912	19.461044	2.415268	2.3627472
1493695353932	19.461044	4.0431213	1.2008514
1493695353955	19.461044	3.8609161	-1.3014679
1493695353972	17.657349	3.1191711	-3.997055
